"Elem_name"	"ion_state"	"Wl"	"Ei"	"Ek"	"Ak"	"gi"	"gk"
"Fe"	"I"	268.983	1.55735733	6.165361	3040000	7	9
"Fe"	"II"	269.022	8.6301144	13.2374489	1100000	8	8
"Fe"	"II"	269.174	3.19945278	7.8041909	5e+06	10	8
"Fe"	"II"	269.214	7.7725538	12.3766049	6300000	6	6
"Fe"	"II"	269.252	8.1452725	12.7486745	4.5e+07	10	10
"Fe"	"II"	269.26	3.76769941	8.3709578	1.4e+08	10	12
"Fe"	"II"	269.283	0.9863338	5.5891955	1640000	8	6
"Fe"	"II"	269.3	8.4310228	13.0335915	2.5e+07	10	8
"Fe"	"II"	269.34	8.6355591	13.2374489	5800000	6	8
"Fe"	"II"	269.348	8.6301144	13.2318648	3200000	8	10
"Fe"	"II"	269.386	3.38661825	7.9877322	4200000	8	6
"Fe"	"II"	269.405	8.1744466	12.7752353	7.1e+07	8	8
"Fe"	"II"	269.418	8.3709578	12.971513	3.6e+07	12	14
"Fe"	"II"	269.425	7.4889348	12.0893786	1.24e+08	6	6
"Fe"	"II"	269.506	8.1926616	12.7917192	9.4e+07	6	6
"Fe"	"II"	269.612	7.5674109	12.1646572	3.8e+07	2	4
"Fe"	"II"	269.659	7.5682105	12.1646572	5.9e+07	6	4
"Fe"	"I"	269.702	1.55735733	6.15307342	3510000	7	9
"Fe"	"II"	269.733	4.47910423	9.0742936	2.5e+07	4	4
"Fe"	"II"	269.746	4.47910423	9.074071	1.65e+08	4	2
"Fe"	"II"	269.78	7.6265941	12.2209869	1.28e+08	10	8
"Fe"	"II"	269.829	9.052853	13.6464158	3.4e+07	8	6
"Fe"	"II"	269.895	6.138076	10.7305134	5900000	4	6
"Fe"	"I"	269.911	0.91460217	5.50676735	5590000	9	9
"Fe"	"II"	269.918	6.138076	10.7300763	6.2e+07	4	4
"Fe"	"II"	269.938	5.87558748	10.4672943	2100000	4	4
"Fe"	"II"	269.962	8.8565248	13.4478119	8e+06	16	14
"Fe"	"II"	269.997	8.184541	12.7752353	1900000	10	8
"Fe"	"II"	270.036	7.574617	12.1646572	8.7e+07	6	4
"Fe"	"II"	270.154	8.1308918	12.718917	1.18e+08	12	12
"Fe"	"I"	270.191	2.55917148	7.14657331	10500000	9	7
"Fe"	"II"	270.241	8.4310228	13.0175819	1.5e+07	10	8
"Fe"	"I"	270.245	2.40407444	6.99055915	4230000	13	11
"Fe"	"II"	270.301	8.2589171	12.8444417	2300000	4	6
"Fe"	"II"	270.399	3.38661825	7.9704921	1.38e+08	8	8
"Fe"	"II"	270.458	3.22131344	7.8041909	1100000	8	8
"Fe"	"II"	270.476	8.1926616	12.7752353	2.5e+07	6	8
"Fe"	"II"	270.487	7.8063198	12.3887082	6.4e+07	4	2
"Fe"	"II"	270.509	7.8063198	12.3883229	2700000	4	4
"Fe"	"I"	270.601	2.40407444	6.9845209	22800000	13	13
"Fe"	"II"	270.608	7.7025932	12.2829242	6600000	4	4
"Fe"	"I"	270.658	0.95815732	5.53763954	26900000	7	5
"Fe"	"II"	270.682	7.6265941	12.2056752	1.4e+07	10	10
"Fe"	"II"	270.691	7.7025932	12.2815138	1.3e+08	4	2
"Fe"	"II"	270.713	4.47910423	9.0576548	8.3e+07	4	6
"Fe"	"II"	270.758	9.0686191	13.6464158	7200000	8	6
"Fe"	"II"	270.8	9.0622072	13.6392921	4700000	10	10
"Fe"	"II"	270.842	7.7691291	12.3455088	2.3e+07	12	10
"Fe"	"I"	270.857	2.55917148	7.1352919	64900000	9	9
"Fe"	"II"	270.872	3.23045937	7.8063198	1100000	6	4
"Fe"	"II"	270.906	3.19725263	7.7725538	3.9e+07	4	6
"Fe"	"II"	270.969	8.1744466	12.7486745	4.1e+07	8	10
"Fe"	"II"	270.992	4.49479059	9.0686191	1300000	6	8
"Fe"	"II"	271.004	8.1452725	12.718917	6.4e+07	10	12
"Fe"	"I"	271.054	1.60789577	6.18068544	5990000	5	7
"Fe"	"II"	271.076	7.8041909	12.3766049	5900000	8	6
"Fe"	"II"	271.094	9.0742936	13.6464158	8e+06	4	6
"Fe"	"I"	271.166	0.91460217	5.48551782	4990000	9	11
"Fe"	"II"	271.184	3.15276806	7.7233696	4.4e+07	12	14
"Fe"	"II"	271.23	7.6358402	12.2056752	1.17e+08	12	10
"Fe"	"II"	271.239	3.19945278	7.7691291	12900000	10	12
"Fe"	"II"	271.315	9.0576548	13.6260522	1200000	6	8
"Fe"	"II"	271.364	8.9224918	13.4900649	9.3e+07	6	8
"Fe"	"II"	271.441	0.9863338	5.55260578	5.7e+07	8	6
"Fe"	"II"	271.568	8.184541	12.7486745	7.2e+07	10	10
"Fe"	"II"	271.622	3.42449356	7.9877322	1.15e+08	6	6
"Fe"	"I"	271.626	2.45343044	7.01660092	3700000	9	9
"Fe"	"I"	271.642	2.4326947	6.99559552	4960000	11	9
"Fe"	"II"	271.643	4.49479059	9.0576548	2800000	6	6
"Fe"	"II"	271.656	7.11806748	11.6807228	2e+06	6	6
"Fe"	"II"	271.696	8.2297382	12.7917192	1500000	8	6
"Fe"	"II"	271.756	6.2169162	10.7779047	6100000	6	8
"Fe"	"I"	271.779	0.95815732	5.51876133	1920000	7	5
"Fe"	"II"	271.787	7.6061288	12.1665863	1.51e+08	16	14
"Fe"	"II"	271.793	7.6042922	12.1646572	7.5e+07	4	4
"Fe"	"II"	271.797	5.28894824	9.8492422	2800000	8	8
"Fe"	"I"	271.844	0.99011115	5.54962521	37900000	5	3
"Fe"	"II"	271.864	6.21873433	10.7779047	1.18e+08	10	8
"Fe"	"II"	271.883	9.1298598	13.6887084	1500000	4	4
"Fe"	"II"	271.9	7.6284514	12.1870155	1.09e+08	14	12
"Fe"	"I"	271.903	0	4.55852281	1.42e+08	9	7
"Fe"	"II"	271.92	8.4310228	12.9892615	3.3e+07	10	12
"Fe"	"II"	271.93	4.49479059	9.052853	4.4e+07	6	8
"Fe"	"I"	271.942	2.4326947	6.99055915	3.2e+07	11	11
"Fe"	"II"	272.045	8.9224918	13.4786216	4400000	6	6
"Fe"	"II"	272.078	7.8041909	12.3597808	3.7e+07	8	8
"Fe"	"I"	272.09	0.05156912	4.60695104	1.04e+08	7	5
"Fe"	"II"	272.181	3.15276806	7.7066254	5100000	12	10
"Fe"	"II"	272.206	3.38661825	7.9400585	14200000	8	8
"Fe"	"II"	272.274	6.22559822	10.7779047	8.2e+07	6	8
"Fe"	"II"	272.342	7.6358402	12.1870155	2.3e+07	12	12
"Fe"	"I"	272.358	0.08728574	4.63819369	56900000	5	3
"Fe"	"II"	272.46	6.2086229	10.7578131	1200000	4	6
"Fe"	"II"	272.47	8.9478161	13.4968562	1.2e+07	4	4
"Fe"	"II"	272.488	1.04046986	5.5891955	9600000	6	6
"Fe"	"I"	272.495	0.95815732	5.50676735	4760000	7	9
"Fe"	"II"	272.511	5.9109129	10.4592796	3100000	4	4
"Fe"	"II"	272.564	8.9224918	13.4699471	5100000	6	6
"Fe"	"I"	272.581	2.58810592	7.1352919	2410000	7	9
"Fe"	"I"	272.606	1.01105568	5.55782726	55200000	3	1
"Fe"	"II"	272.627	8.932201	13.4786216	7.7e+07	4	6
"Fe"	"II"	272.652	3.42449356	7.9704921	5e+06	6	8
"Fe"	"II"	272.682	8.2297382	12.7752353	4.7e+07	8	8
"Fe"	"II"	272.738	3.15276806	7.6973256	3.1e+07	12	10
"Fe"	"II"	272.754	1.04046986	5.58476799	93800000	6	4
"Fe"	"II"	272.772	8.2477153	12.7917192	2.7e+07	6	6
"Fe"	"II"	272.793	5.36090398	9.9045425	1500000	6	6
"Fe"	"I"	272.802	0.91460217	5.45809748	3450000	9	9
"Fe"	"II"	272.874	9.052853	13.5951452	2.4e+07	8	6
"Fe"	"I"	272.882	2.45343044	6.99559552	29800000	9	9
"Fe"	"II"	272.89	3.38661825	7.9286411	12500000	8	10
"Fe"	"II"	272.933	7.8041909	12.3455088	5.7e+07	8	10
"Fe"	"II"	272.958	6.2169162	10.7578131	1e+07	6	6
"Fe"	"II"	272.987	8.9564405	13.4968562	3.7e+07	6	4
"Fe"	"II"	273.07	8.7179023	13.2569411	3.6e+07	10	10
"Fe"	"II"	273.073	1.07624119	5.61522263	27900000	4	4
"Fe"	"I"	273.098	1.01105568	5.54962521	6280000	3	3
"Fe"	"II"	273.124	7.6284514	12.1665863	2.9e+07	14	14
"Fe"	"I"	273.128	2.60850194	7.14657331	6840000	5	7
"Fe"	"II"	273.148	8.932201	13.4699471	2e+06	4	6
"Fe"	"II"	273.201	3.26732671	7.8041909	7100000	10	8
"Fe"	"II"	273.294	6.22249688	10.7578131	9.5e+07	8	6
"Fe"	"II"	273.351	8.184541	12.718917	3.6e+07	10	12
"Fe"	"I"	273.358	0.85899575	5.39325126	7.1e+07	11	9
"Fe"	"I"	273.401	0.99011115	5.52366156	2200000	5	7
"Fe"	"II"	273.446	8.2589171	12.7917192	4.9e+07	4	6
"Fe"	"II"	273.481	6.22559822	10.7578131	3.6e+07	6	6
"Fe"	"II"	273.509	7.8448498	12.3766049	4e+07	6	6
"Fe"	"II"	273.542	9.0576548	13.5888631	6.2e+07	6	4
"Fe"	"I"	273.548	0.91460217	5.44571679	50300000	9	7
"Fe"	"II"	273.64	9.0622072	13.5917945	8e+06	10	10
"Fe"	"II"	273.649	3.33923354	7.8686738	1500000	2	4
"Fe"	"II"	273.697	1.07624119	5.604888	1.22e+08	4	2
"Fe"	"I"	273.731	0.11011433	4.63819369	72500000	3	3
"Fe"	"I"	273.764	2.40407444	6.93160665	11400000	13	11
"Fe"	"II"	273.866	7.6951447	12.2209869	7e+06	8	8
"Fe"	"II"	273.891	8.9430267	13.4684564	2.8e+07	10	12
"Fe"	"II"	273.893	8.2663161	12.7917192	1.47e+08	8	6
"Fe"	"II"	273.904	8.9478161	13.4730259	1e+08	4	2
"Fe"	"II"	273.91	8.9801352	13.5052424	2100000	2	2
"Fe"	"II"	273.942	8.9478161	13.4724082	5.2e+07	4	4
"Fe"	"II"	273.951	3.24468891	7.7691291	4600000	12	12
"Fe"	"II"	273.955	0.9863338	5.5107139	2.21e+08	8	8
"Fe"	"II"	273.998	7.6973256	12.2209869	4600000	10	8
"Fe"	"II"	274.028	9.0686191	13.5917945	1400000	8	10
"Fe"	"II"	274.088	8.9564405	13.4786216	6.2e+07	6	6
"Fe"	"II"	274.132	6.2086229	10.7300763	2.1e+07	4	4
"Fe"	"II"	274.139	3.42449356	7.9458259	2e+07	6	6
"Fe"	"II"	274.168	9.0742936	13.5951452	5.2e+07	4	6
"Fe"	"I"	274.225	0.95815732	5.4780717	34100000	7	5
"Fe"	"I"	274.241	0.08728574	4.60695104	4.7e+07	5	5
"Fe"	"II"	274.247	8.9705104	13.4900649	5e+07	8	8
"Fe"	"II"	274.266	8.255989	12.7752353	1.36e+08	10	8
"Fe"	"II"	274.272	8.9532696	13.4724082	5.8e+07	2	4
"Fe"	"II"	274.285	8.2297382	12.7486745	4.9e+07	8	10
"Fe"	"II"	274.32	1.09686139	5.61522263	1.97e+08	2	4
"Fe"	"II"	274.322	5.25709365	9.775414	9e+07	4	2
"Fe"	"I"	274.357	0.95815732	5.47591165	4840000	7	7
"Fe"	"I"	274.407	0.12126572	4.63819369	30900000	1	3
"Fe"	"II"	274.419	8.9801352	13.4968562	1300000	2	4
"Fe"	"I"	274.453	0.99011115	5.50628207	25300000	5	3
"Fe"	"II"	274.465	8.9564405	13.4724082	7.2e+07	6	4
"Fe"	"II"	274.489	3.42449356	7.9400585	3600000	6	8
"Fe"	"II"	274.494	7.11806748	11.6335565	1300000	6	6
"Fe"	"II"	274.528	7.8448498	12.3597808	5.3e+07	6	8
"Fe"	"II"	274.537	9.074071	13.5888631	4.5e+07	2	4
"Fe"	"II"	274.55	9.0742936	13.5888631	1.4e+07	4	4
"Fe"	"II"	274.587	8.7179023	13.2318648	1e+07	10	10
"Fe"	"II"	274.612	5.26187092	9.775414	1.1e+08	2	2
"Fe"	"II"	274.625	8.9918996	13.5052424	5e+06	4	2
"Fe"	"II"	274.636	6.2169162	10.7300763	9.6e+07	6	4
"Fe"	"II"	274.648	1.07624119	5.5891955	2.05e+08	4	6
"Fe"	"II"	274.652	4.49479059	9.0076893	1.4e+07	6	8
"Fe"	"II"	274.698	1.04046986	5.55260578	1.69e+08	6	6
"Fe"	"II"	274.712	5.24885175	9.7607579	1.07e+08	6	4
"Fe"	"II"	274.742	8.9593142	13.4707235	5.3e+07	12	14
"Fe"	"II"	274.796	7.2736817	11.7842241	7500000	8	6
"Fe"	"II"	274.806	7.7725538	12.2829242	1.31e+08	6	4
"Fe"	"II"	274.82	8.7438237	13.2539571	1.8e+07	8	8
"Fe"	"II"	274.895	8.2663161	12.7752353	5900000	8	8
"Fe"	"II"	274.918	1.07624119	5.58476799	1.21e+08	4	4
"Fe"	"II"	274.932	1.04046986	5.54876624	2.16e+08	6	8
"Fe"	"II"	274.935	8.240429	12.7486745	1.29e+08	12	10
"Fe"	"II"	274.943	8.9705104	13.4786216	8.3e+07	8	6
"Fe"	"II"	274.949	1.09686139	5.604888	1.16e+08	2	2
"Fe"	"II"	275.001	3.19945278	7.7066254	1800000	10	10
"Fe"	"I"	275.014	0.05156912	4.55852281	27400000	7	7
"Fe"	"II"	275.092	3.22131344	7.7269984	1e+06	8	8
"Fe"	"II"	275.113	3.19725263	7.7025932	2.9e+07	4	4
"Fe"	"II"	275.138	6.22559822	10.7305134	2700000	6	6
"Fe"	"II"	275.144	4.7317602	9.2365863	1e+06	6	4
"Fe"	"II"	275.211	6.21873433	10.7224709	9e+06	10	8
"Fe"	"II"	275.215	5.25709365	9.7607579	7.7e+07	4	4
"Fe"	"II"	275.303	6.2086229	10.7108444	1.1e+08	4	2
"Fe"	"II"	275.329	3.26732671	7.7691291	1.89e+08	10	12
"Fe"	"I"	275.369	1.01105568	5.5122053	4e+07	3	1
"Fe"	"II"	275.376	4.47910423	8.9801352	6e+06	4	2
"Fe"	"I"	275.403	0.99011115	5.49069652	7290000	5	5
"Fe"	"I"	275.443	0.95815732	5.45809748	1620000	7	9
"Fe"	"II"	275.489	5.23672772	9.735914	1.21e+08	8	6
"Fe"	"II"	275.507	5.26187092	9.7607579	1.3e+07	2	4
"Fe"	"I"	275.518	2.4326947	6.9314031	5130000	11	9
"Fe"	"II"	275.525	4.7379945	9.2365863	2e+06	4	4
"Fe"	"II"	275.574	0.9863338	5.48413599	2.15e+08	8	10
"Fe"	"II"	275.616	4.49479059	8.9918996	2300000	6	4
"Fe"	"I"	275.633	0.11011433	4.60695104	14100000	3	5
"Fe"	"II"	275.651	3.23045937	7.7269984	7300000	6	8
"Fe"	"II"	275.703	3.19945278	7.6951447	8100000	10	8
"Fe"	"I"	275.732	1.01105568	5.50628207	28500000	3	3
"Fe"	"II"	275.808	7.7269984	12.2209869	3300000	8	8
"Fe"	"II"	275.83	8.7438237	13.2374489	1.3e+07	8	8
"Fe"	"II"	275.857	9.0036704	13.4968562	6300000	6	4
"Fe"	"II"	275.875	8.9801352	13.4730259	1.2e+08	2	2
"Fe"	"II"	275.887	8.255989	12.7486745	3300000	10	10
"Fe"	"II"	275.948	7.789812	12.2815138	1.1e+08	2	2
"Fe"	"I"	275.981	1.01105568	5.50221316	7600000	3	3
"Fe"	"I"	276.061	2.17594512	6.66579718	1810000	7	7
"Fe"	"II"	276.072	7.6973256	12.1870155	5700000	10	12
"Fe"	"II"	276.118	7.9704921	12.4594232	7.8e+07	8	8
"Fe"	"II"	276.145	8.9593142	13.4478119	1.4e+07	12	14
"Fe"	"I"	276.178	0.99011115	5.4780717	19400000	5	5
"Fe"	"II"	276.181	1.09686139	5.58476799	13800000	2	4
"Fe"	"I"	276.203	0.95815732	5.44571679	17600000	7	7
"Fe"	"II"	276.227	8.307007	12.7941734	5800000	6	8
"Fe"	"II"	276.233	5.24885175	9.735914	6e+07	6	6
"Fe"	"II"	276.245	3.23045937	7.7173363	3300000	6	4
"Fe"	"II"	276.254	8.9918996	13.4786216	2800000	4	6
"Fe"	"I"	276.311	0.99011115	5.47591165	3270000	5	7
"Fe"	"II"	276.356	7.6042922	12.0893786	1e+06	4	6
"Fe"	"II"	276.366	8.2340029	12.718917	1.34e+08	14	12
"Fe"	"II"	276.391	3.22131344	7.7058106	2900000	8	6
"Fe"	"II"	276.398	8.6301144	13.1144927	1e+07	8	8
"Fe"	"II"	276.416	8.3709578	12.8550633	2500000	12	10
"Fe"	"II"	276.479	3.15276806	7.6358402	1100000	12	12
"Fe"	"II"	276.513	9.0075386	13.4900649	1.47e+08	10	8
"Fe"	"II"	276.522	9.0076893	13.4900649	3.7e+07	8	8
"Fe"	"II"	276.542	9.1439928	13.6260522	4200000	10	8
"Fe"	"II"	276.55	4.15363129	8.6355591	1e+06	8	6
"Fe"	"II"	276.599	8.9918996	13.4730259	1e+08	4	2
"Fe"	"II"	276.637	8.9918996	13.4724082	6e+07	4	4
"Fe"	"II"	276.645	7.7066254	12.1870155	3200000	10	12
"Fe"	"I"	276.691	1.01105568	5.49069652	4040000	3	5
"Fe"	"II"	276.742	5.25709365	9.735914	8e+06	4	6
"Fe"	"II"	276.751	5.22157443	9.7002396	1.47e+08	10	8
"Fe"	"I"	276.752	0.91460217	5.39325126	14800000	9	9
"Fe"	"II"	276.821	9.2365863	13.7141191	1.7e+07	4	6
"Fe"	"II"	276.833	4.47910423	8.9564405	2700000	4	6
"Fe"	"II"	276.879	7.8063198	12.2829242	4e+07	4	4
"Fe"	"II"	276.893	1.07624119	5.55260578	4800000	4	6
"Fe"	"II"	276.915	3.22131344	7.6973256	6600000	8	10
"Fe"	"I"	276.93	2.40407444	6.8798512	1.8e+07	13	13
"Fe"	"II"	276.933	4.49479059	8.9705104	1e+07	6	8
"Fe"	"II"	276.936	3.15276806	7.6284514	20700000	12	14
"Fe"	"II"	276.981	9.0036704	13.4786216	5.3e+07	6	6
"Fe"	"II"	276.983	8.3709578	12.845869	8.7e+07	12	10
"Fe"	"II"	277.03	4.47910423	8.9532696	7100000	4	2
"Fe"	"II"	277.051	3.15276806	7.6265941	4080000	12	10
"Fe"	"II"	277.118	3.76769941	8.240429	4300000	10	12
"Fe"	"II"	277.155	3.23045937	7.7025932	1900000	6	4
"Fe"	"I"	277.207	0.85899575	5.33029109	2340000	11	11
"Fe"	"I"	277.211	0.08728574	4.55852281	4120000	5	7
"Fe"	"II"	277.212	8.932201	13.4034281	1700000	4	4
"Fe"	"II"	277.23	9.0076893	13.4786216	9e+07	8	6
"Fe"	"II"	277.366	9.0036704	13.4724082	8.6e+07	6	4
"Fe"	"II"	277.469	3.33923354	7.8063198	2.7e+07	2	4
"Fe"	"I"	277.473	1.01105568	5.4780717	2640000	3	5
"Fe"	"II"	277.519	9.0036704	13.4699471	2300000	6	6
"Fe"	"II"	277.529	9.1256755	13.5917945	4800000	12	10
"Fe"	"II"	277.593	8.9705104	13.4355903	6600000	8	8
"Fe"	"II"	277.618	3.23045937	7.6951447	2700000	6	8
"Fe"	"II"	277.682	7.7233696	12.1870155	5600000	14	12
"Fe"	"II"	277.691	5.23672772	9.7002396	4.1e+07	8	8
"Fe"	"II"	277.789	3.24468891	7.7066254	1e+06	12	10
"Fe"	"I"	277.822	0.85899575	5.32039963	9080000	11	11
"Fe"	"II"	277.829	8.4310228	12.8923104	9.5e+07	10	8
"Fe"	"II"	277.855	6.72393597	11.1848145	2300000	12	12
"Fe"	"II"	277.93	3.26732671	7.7269984	1e+08	10	8
"Fe"	"II"	277.978	9.2500722	13.7089715	1.5e+07	6	8
"Fe"	"II"	277.991	4.6155941	9.0742936	2.6e+07	2	4
"Fe"	"II"	278.004	4.6155941	9.074071	3.3e+07	2	2
"Fe"	"I"	278.07	2.55917148	7.01660092	9010000	9	9
"Fe"	"I"	278.184	0.99011115	5.44571679	2250000	5	7
"Fe"	"II"	278.34	4.47910423	8.932201	1400000	4	4
"Fe"	"II"	278.369	3.24468891	7.6973256	1.06e+08	12	10
"Fe"	"II"	278.397	3.88869686	8.3408923	1900000	4	4
"Fe"	"II"	278.428	3.8891925	8.3408923	3400000	2	4
"Fe"	"I"	278.434	2.4326947	6.8842923	2300000	11	11
"Fe"	"II"	278.447	5.24885175	9.7002396	2600000	6	8
"Fe"	"II"	278.482	8.3408923	12.7917192	2.7e+07	4	6
"Fe"	"II"	278.519	5.20337749	9.6536143	1.53e+08	12	10
"Fe"	"II"	278.722	8.9564405	13.4034281	4e+06	6	4
"Fe"	"II"	278.724	5.28894824	9.735914	1.8e+07	8	6
"Fe"	"I"	278.793	1.48486439	5.93072834	2270000	9	11
"Fe"	"I"	278.81	0.85899575	5.30458359	59200000	11	13
"Fe"	"I"	278.98	2.69240763	7.1352919	23600000	11	9
"Fe"	"II"	279.005	7.9458259	12.3883229	9e+07	6	4
"Fe"	"II"	279.018	5.95609042	10.3983625	1900000	6	6
"Fe"	"II"	279.056	3.81430861	8.255989	2100000	8	10
"Fe"	"I"	279.24	1.55735733	5.99610917	1170000	7	9
"Fe"	"II"	279.296	6.72907574	11.1669291	1800000	10	10
"Fe"	"II"	279.324	4.49479059	8.932201	5100000	6	4
"Fe"	"II"	279.337	9.052853	13.4900649	3.3e+07	8	8
"Fe"	"II"	279.379	7.9400585	12.3766049	9.4e+07	8	6
"Fe"	"II"	279.379	7.7691291	12.2056752	2600000	12	10
"Fe"	"II"	279.389	3.19945278	7.6358402	1.3e+07	10	12
"Fe"	"II"	279.393	7.6530572	12.0893786	1.59e+08	8	6
"Fe"	"I"	279.47	0.95815732	5.39325126	1100000	7	9
"Fe"	"I"	279.554	0.91460217	5.34836675	1420000	9	7
"Fe"	"II"	279.663	5.22157443	9.6536143	2e+07	10	10
"Fe"	"II"	279.72	7.9286411	12.3597808	1.03e+08	10	8
"Fe"	"II"	279.743	7.9458259	12.3766049	2400000	6	6
"Fe"	"I"	279.778	0.91460217	5.34482452	4520000	9	9
"Fe"	"II"	279.792	3.26732671	7.6973256	3200000	10	10
"Fe"	"II"	279.9	9.1707197	13.5989964	2.1e+07	14	12
"Fe"	"II"	279.915	9.0075386	13.4355903	2.4e+07	10	8
"Fe"	"II"	279.929	3.26732671	7.6951447	15500000	10	8
"Fe"	"II"	279.937	4.49479059	8.9224918	2400000	6	6
"Fe"	"II"	279.997	8.7179023	13.1446413	3800000	10	10
"Fe"	"II"	280.054	7.919655	12.3455088	9.3e+07	12	10
"Fe"	"II"	280.148	8.7438237	13.1681849	5600000	8	6
"Fe"	"II"	280.343	8.0381375	12.4594232	1.3e+08	10	8
"Fe"	"I"	280.361	2.45343044	6.8744289	10400000	9	9
"Fe"	"II"	280.38	9.1710815	13.5917945	3400000	12	10
"Fe"	"II"	280.402	3.42449356	7.8448498	1600000	6	6
"Fe"	"I"	280.452	0.91460217	5.33417031	10500000	9	9
"Fe"	"I"	280.486	2.7275445	7.14657331	2.4e+07	9	7
"Fe"	"II"	280.5	8.0725728	12.4913863	1.39e+08	8	6
"Fe"	"II"	280.512	9.1439928	13.5626165	9e+06	10	12
"Fe"	"II"	280.532	3.88869686	8.307007	2500000	4	6
"Fe"	"II"	280.579	3.38661825	7.8041909	3200000	8	8
"Fe"	"I"	280.698	0.91460217	5.33029109	11500000	9	11
"Fe"	"II"	280.717	3.89161339	8.307007	1200000	6	6
"Fe"	"II"	280.752	8.4310228	12.845869	1700000	10	10
"Fe"	"II"	280.76	6.7302635	11.1449887	1800000	8	8
"Fe"	"II"	280.943	8.6355591	13.0473836	6700000	6	6
"Fe"	"II"	280.978	5.28894824	9.7002396	3.1e+07	8	8
"Fe"	"II"	281.127	3.15276806	7.5617273	1200000	12	10
"Fe"	"I"	281.204	2.7275445	7.1352919	5e+06	9	9
"Fe"	"II"	281.25	3.19725263	7.6042922	2900000	4	4
"Fe"	"II"	281.308	7.9704921	12.3766049	6300000	8	6
"Fe"	"I"	281.329	0.91460217	5.32039963	34200000	9	11
"Fe"	"II"	281.362	3.22131344	7.6265941	3400000	8	10
"Fe"	"II"	281.423	9.0742936	13.4786216	2200000	4	6
"Fe"	"II"	281.478	8.6301144	13.0335915	5200000	8	8
"Fe"	"I"	281.551	1.60789577	6.01021907	1450000	5	7
"Fe"	"II"	281.648	8.7438237	13.1446413	2500000	8	10
"Fe"	"II"	281.663	7.9877322	12.3883229	1.3e+07	6	4
"Fe"	"II"	281.709	5.36090398	9.7607579	3.4e+07	6	4
"Fe"	"I"	281.75	0.95815732	5.35736031	1490000	7	5
"Fe"	"II"	281.825	8.6355591	13.0335915	3700000	6	8
"Fe"	"II"	281.919	8.7179023	13.1144927	1e+07	10	8
"Fe"	"II"	281.991	6.72932284	11.1247777	2e+06	6	6
"Fe"	"II"	282.069	7.6951447	12.0893786	1.1e+07	8	6
"Fe"	"II"	282.206	7.7725538	12.1646572	3.5e+07	6	4
"Fe"	"I"	282.328	0.95815732	5.34836675	15100000	7	7
"Fe"	"II"	282.333	3.15276806	7.5428961	2100000	12	14
"Fe"	"II"	282.387	7.9704921	12.3597808	3e+06	8	8
"Fe"	"II"	282.415	7.9877322	12.3766049	2100000	6	6
"Fe"	"II"	282.458	5.55260578	9.9408057	3700000	6	4
"Fe"	"I"	282.556	0.95815732	5.34482452	13200000	7	9
"Fe"	"II"	282.574	3.15276806	7.5391368	1400000	12	10
"Fe"	"II"	282.603	3.38661825	7.7725538	4500000	8	6
"Fe"	"II"	282.743	3.24468891	7.6284514	2400000	12	14
"Fe"	"II"	282.863	3.24468891	7.6265941	6900000	12	10
"Fe"	"II"	282.868	3.42449356	7.8063198	9e+06	6	4
"Fe"	"I"	282.881	0.99011115	5.37173492	1870000	5	7
"Fe"	"II"	283.156	3.19725263	7.574617	7.6e+07	4	6
"Fe"	"II"	283.188	5.58476799	9.9616418	1.4e+07	4	2
"Fe"	"I"	283.244	0.95815732	5.33417031	23800000	7	9
"Fe"	"II"	283.309	5.36090398	9.735914	4.5e+07	6	6
"Fe"	"II"	283.319	7.789812	12.1646572	2300000	2	4
"Fe"	"I"	283.475	2.55917148	6.93160665	5410000	9	11
"Fe"	"II"	283.501	7.9877322	12.3597808	1100000	6	8
"Fe"	"II"	283.51	8.9478161	13.3197144	1200000	4	4
"Fe"	"II"	283.571	3.19725263	7.5682105	5.1e+07	4	6
"Fe"	"II"	283.591	8.7438237	13.1144927	1800000	8	8
"Fe"	"I"	283.595	1.55735733	5.92794713	1300000	7	9
"Fe"	"II"	283.618	3.88869686	8.2589171	5400000	4	4
"Fe"	"II"	283.651	3.8891925	8.2589171	1e+07	2	4
"Fe"	"II"	283.73	3.26732671	7.6358402	1900000	10	12
"Fe"	"I"	283.812	0.99011115	5.35736031	12800000	5	5
"Fe"	"II"	283.822	5.40831276	9.775414	9e+07	4	2
"Fe"	"II"	283.951	5.48413599	9.8492422	1.46e+08	10	8
"Fe"	"II"	283.98	5.28894824	9.6536143	5.8e+07	8	10
"Fe"	"II"	284.002	8.6301144	12.9944385	4500000	8	10
"Fe"	"II"	284.034	3.15276806	7.5165973	8e+06	12	12
"Fe"	"II"	284.065	3.33923354	7.7025932	7.6e+07	2	4
"Fe"	"II"	284.076	3.76769941	8.1308918	1.5e+07	10	12
"Fe"	"I"	284.094	2.1978664	6.56078442	2370000	5	5
"Fe"	"II"	284.207	3.22131344	7.5824802	1500000	8	8
"Fe"	"II"	284.332	3.26732671	7.6265941	1400000	10	10
"Fe"	"II"	284.348	3.88869686	8.2477153	1e+07	4	6
"Fe"	"I"	284.363	0.91460217	5.2733878	6960000	9	7
"Fe"	"II"	284.378	9.2365863	13.5951452	1.2e+07	4	6
"Fe"	"II"	284.392	7.8063198	12.1646572	4400000	4	4
"Fe"	"I"	284.398	0.99011115	5.34836675	31700000	5	7
"Fe"	"II"	284.496	5.604888	9.9616418	5.5e+07	2	2
