"Elem_name";"ion_state";"Wl";"Ei";"Ek";"Ak";"gi";"gk"
"H";"I";121.567;0;10.19885151459;626470000;2;4
"H";"I";121.567;0;10.19880615024;626480000;2;2
"H";"I";121.567;0;10.1988358;469860000;2;8
"H";"I";434.047;10.1988358;13.0545017;2530400;8;50
"H";"I";486.129;10.1988105251482;12.74853811674;9668000;2;4
"H";"I";486.13;10.1988105251482;12.74853244632;9668200;2;2
"H";"I";486.135;10.1988358;12.7485393;8419300;8;32
"H";"I";656.271;10.19880615024;12.0875070783;53877000;2;4
"H";"I";656.272;10.1988105251482;12.0875071004;22448000;2;4
"H";"I";656.277;10.1988105251482;12.0874936591;22449000;2;2
"H";"I";656.279;10.1988358;12.0875052;44101000;8;18
"H";"I";656.285;10.19885151459;12.0875115582;64651000;4;6
"B-II";"II";120.836;12.264501;22.52505;1.8e+08;3;5
"B-II";"II";120.856;12.263448;22.52242;2.4e+08;1;3
"B-II";"II";120.856;12.266161;22.52505;5.53e+08;5;5
"B-II";"II";120.867;12.264501;22.52242;1.84e+08;3;3
"B-II";"II";120.886;12.264501;22.52122;7.3e+08;3;1
"B-II";"II";120.886;12.266161;22.52242;3.1e+08;5;3
"B-II";"II";121.07;12.691366;22.93189;1.05e+08;5;7
"B-II";"II";123.016;9.100007;19.178635;1.36e+09;3;5
"B-II";"II";125.938;12.691366;22.53607;1.91e+08;5;3
"B-II";"II";136.246;0;9.100007;1.2e+09;1;3
"B-II";"II";137.818;12.691366;21.68755;1.07e+08;5;7
"B-II";"I";137.865;0;8.993138;3.42e+08;2;4
"B-II";"I";137.887;0;8.991694;1.37e+09;2;2
"B-II";"I";137.894;0.0018953;8.993138;1.71e+09;4;4
"B-II";"I";137.917;0.0018953;8.991694;6.84e+08;4;2
"B-II";"I";153.381;0;8.083434;1.2e+07;2;4
"B-II";"I";153.417;0.0018953;8.083434;14400000;4;6
"B-II";"I";153.417;0.0018953;8.083434;2400000;4;4
"B-II";"I";154.34;0;8.033195;28100000;2;2
"B-II";"I";154.376;0.0018953;8.033195;56200000;4;2
"B-II";"I";154.642;0;8.017482;17800000;2;4
"B-II";"I";154.679;0.0018953;8.017482;21400000;4;6
"B-II";"I";154.679;0.0018953;8.017482;3560000;4;4
"B-II";"II";155.7;9.100007;17.062984;1580000;3;1
"B-II";"I";155.87;0;7.954332;2e+07;2;2
"B-II";"I";155.907;0.0018953;7.954332;40400000;4;2
"B-II";"I";156.629;0;7.915811;27900000;2;4
"B-II";"I";156.666;0.0018953;7.915811;33500000;4;6
"B-II";"I";156.666;0.0018953;7.915811;5600000;4;4
"B-II";"I";157.33;0;7.880515;44200000;2;2
"B-II";"I";157.368;0.0018953;7.880515;88400000;4;2
"B-II";"I";160.037;0;7.747215;46700000;2;4
"B-II";"I";160.046;0;7.746801;2.7e+07;2;2
"B-II";"I";160.076;0.0018953;7.747215;5.6e+07;4;6
"B-II";"I";160.076;0.0018953;7.747215;9320000;4;4
"B-II";"I";160.085;0.0018953;7.746801;5.7e+07;4;2
"B-II";"II";162.36;4.629775;12.266161;2.17e+08;3;5
"B-II";"II";162.379;4.629017;12.264501;2.89e+08;1;3
"B-II";"II";162.395;4.629775;12.264501;2.16e+08;3;3
"B-II";"II";162.402;4.631777;12.266161;6.48e+08;5;5
"B-II";"II";162.417;4.629775;12.263448;8.65e+08;3;1
"B-II";"II";162.438;4.631777;12.264501;3.59e+08;5;3
"B-II";"I";166.261;0;7.4572049;2e+07;2;2
"B-II";"I";166.303;0.0018953;7.4572049;39400000;4;2
"B-II";"I";166.685;0;7.43824;86600000;2;4
"B-II";"I";166.727;0.0018953;7.43824;1.04e+08;4;6
"B-II";"I";166.727;0.0018953;7.43824;17300000;4;4
"B-II";"II";169.581;15.82797;23.139161;2.41e+08;1;3
"B-II";"I";181.784;0;6.8203997;31200000;2;2
"B-II";"I";181.835;0.0018953;6.8203997;62200000;4;2
"B-II";"I";182.589;0;6.79032869;1.7e+08;2;4
"B-II";"I";182.64;0.0018953;6.7903466;2.04e+08;4;6
"B-II";"II";184.282;9.100007;15.82797;1.33e+09;3;1
"B-II";"II";184.828;15.82797;22.53607;1.67e+08;1;3
"B-II";"II";189.121;17.866488;24.42236;27400000;3;5
"B-II";"II";192.667;16.089904;22.52505;2.24e+08;3;5
"B-II";"II";192.746;16.089904;22.52242;2.24e+08;3;3
"B-II";"II";192.781;16.089904;22.52122;2.23e+08;3;1
"B-II";"II";193.692;17.852554;24.25367;60200000;3;5
"B-II";"II";193.705;17.852994;24.25367;1.81e+08;5;5
"B-II";"II";193.729;17.852479;24.25233;80500000;1;3
"B-II";"II";193.746;17.852994;24.25233;1e+08;5;3
"B-II";"II";193.756;17.852554;24.25152;2.41e+08;3;1
"B-II";"II";200.587;18.67818;24.85725;2.21e+08;7;7
"B-II";"II";200.608;18.67818;24.85659;1.74e+08;5;5
"B-II";"II";200.623;18.67818;24.85612;1.87e+08;3;3
"B-II";"II";203.984;17.062984;23.139161;19100000;1;3
"B-II";"I";208.889;0;5.9335273;36100000;2;4
"B-II";"I";208.957;0.0018953;5.9334881;43300000;4;6
"B-II";"II";212.386;17.852994;23.68884;1.58e+08;5;7
"B-II";"II";212.455;17.852554;23.68651;1.19e+08;3;5
"B-II";"II";212.496;17.852479;23.6853;87900000;1;3
"B-II";"II";222.03;17.866488;23.448881;3.49e+08;3;3
"B-II";"II";226.468;17.062984;22.53607;3.4e+07;1;3
"B-II";"II";232.303;19.178635;24.514173;91100000;5;5
"B-II";"II";232.867;15.82797;21.150629;56600000;1;3
"B-II";"I";238.86;5.9334881;11.12244;5900000;6;6
"B-II";"I";238.86;5.9335273;11.12203;5600000;4;4
"B-II";"II";239.32;16.089904;21.268988;11100000;3;5
"B-II";"II";239.505;12.691366;17.866488;75600000;5;3
"B-II";"II";242.527;17.866488;22.977146;37700000;3;5
"B-II";"II";245.969;17.852479;22.89166;4e+07;1;3
"B-II";"II";245.969;17.852554;22.89166;53900000;3;5
"B-II";"II";245.989;17.852994;22.89166;71900000;5;7
"B-II";"I";249.677;0;4.964289;8.4e+07;2;2
"B-II";"I";249.772;0.0018953;4.964289;1.68e+08;4;2
"B-II";"II";251.926;18.67818;23.598146;1.5e+07;3;5
"B-II";"II";251.926;18.67818;23.598146;1.6e+07;5;7
"B-II";"II";251.926;18.67818;23.598146;18300000;7;9
"B-II";"II";266.95;17.866488;22.509583;63700000;3;1
"B-II";"II";270.873;17.852479;22.428384;8010000;1;3
"B-II";"II";270.873;17.852554;22.428384;2.4e+07;3;3
"B-II";"II";270.899;17.852994;22.428384;40100000;5;3
"B-II";"II";279.655;19.178635;23.610196;8300000;5;7
"B-II";"II";291.808;18.67818;22.925767;55200000;3;5
"B-II";"II";291.808;18.67818;22.925767;58300000;5;7
"B-II";"II";291.808;18.67818;22.925767;65700000;7;9
"B-II";"II";303.226;18.67818;22.76583;12300000;3;1
"B-II";"II";303.226;18.67818;22.76583;9250000;5;3
"B-II";"II";303.226;18.67818;22.76583;1e+07;7;5
"B-II";"II";303.226;17.062984;21.150629;41900000;1;3
"B-II";"II";317.933;17.866488;21.765055;52900000;3;5
"B-II";"II";322.208;18.67818;22.52505;3e+06;7;5
"B-II";"II";322.425;18.67818;22.52242;2800000;5;3
"B-II";"II";322.527;18.67818;22.52122;3600000;3;1
"B-II";"II";330.244;19.178635;22.93189;35300000;5;7
"B-II";"II";332.318;17.852479;21.582342;63800000;1;3
"B-II";"II";332.318;17.852554;21.582342;86200000;3;5
"B-II";"II";332.36;17.852994;21.582342;1.15e+08;5;7
"B-II";"II";345.13;9.100007;12.691366;54200000;3;5
"B-II";"II";369.23;19.178635;22.53607;1.2e+07;5;3
"B-II";"II";378.841;21.150629;24.42236;1.7e+07;3;5
"B-II";"II";412.193;18.67818;21.685249;1.98e+08;3;5
"B-II";"II";412.193;18.67818;21.685249;3.7e+07;5;5
"B-II";"II";412.193;18.67818;21.685249;2.09e+08;5;7
"B-II";"II";412.193;18.67818;21.685249;1030000;7;5
"B-II";"II";412.193;18.67818;21.685249;2.6e+07;7;7
"B-II";"II";412.193;18.67818;21.685249;2.36e+08;7;9
"B-II";"II";419.479;17.866488;20.821325;1.34e+08;3;1
"B-II";"II";447.21;17.852479;20.624138;18100000;1;3
"B-II";"II";447.21;17.852554;20.624138;54400000;3;3
"B-II";"II";447.285;17.852994;20.624138;90500000;5;3
"B-II";"II";478.421;18.67818;21.268988;23100000;3;1
"B-II";"II";478.421;18.67818;21.268988;17300000;5;3
"B-II";"II";478.421;18.67818;21.268988;2e+07;7;5
"B-II";"II";494.038;19.178635;21.68755;1.88e+08;5;7
"B-II";"II";534.765;20.821325;23.139161;5960000;1;3
"B-II";"II";539.317;21.150629;23.448881;6070000;3;3
"B-II";"II";608.044;15.82797;17.866488;12100000;1;3
"B-II";"II";614.892;21.582342;23.598146;18500000;3;5
"B-II";"II";614.892;21.582342;23.598146;19500000;5;7
"B-II";"II";614.892;21.582342;23.598146;22100000;7;9
"B-II";"I";624.457;5.9334881;7.918415;1400000;6;8
"B-II";"I";624.466;5.9335273;7.918415;1200000;4;6
"B-II";"II";628.547;19.178635;21.150629;33200000;5;3
"B-II";"II";657.13;22.53607;24.42236;1.1e+07;3;5
"B-II";"II";671.765;21.765055;23.610196;17100000;5;7
"B-II";"II";678.612;21.150629;22.977146;3930000;3;5
"B-II";"II";703.02;16.089904;17.852994;39700000;3;5
"B-II";"II";703.19;16.089904;17.852554;39800000;3;3
"B-II";"II";703.254;16.089904;17.852479;39700000;3;1
"B-II";"I";821.183;5.9334881;7.4429055;3400000;6;8
"B-II";"I";821.204;5.9335273;7.4429049;3200000;4;6
"B-II";"I";866.722;6.0271033;7.4572049;1840000;2;2
"B-II";"I";866.857;6.0273243;7.4572049;3670000;4;2
"B-II";"II";922.644;21.582342;22.925767;3.7e+07;3;5
"B-II";"II";922.644;21.582342;22.925767;38700000;5;7
"B-II";"II";922.644;21.582342;22.925767;43800000;7;9
"B-II";"II";944.637;17.866488;19.178635;20800000;3;5
"F-II";"II";320.276;26.665231;30.535278;1.4e+08;5;5
"F-II";"II";350.139;25.10052;28.640507;2.86e+08;3;1
"F-II";"II";350.145;25.10052;28.640448;2.15e+08;3;3
"F-II";"II";350.157;25.10052;28.640323;1e+08;3;5
"F-II";"II";350.284;25.101926;28.640448;7.2e+07;5;3
"F-II";"II";350.296;25.101926;28.640323;1.67e+08;5;5
"F-II";"II";350.311;25.101926;28.640176;1.91e+08;5;7
"F-II";"II";350.537;25.104353;28.640323;1.9e+07;7;5
"F-II";"II";350.552;25.104353;28.640176;9.5e+07;7;7
"F-II";"II";350.563;25.104353;28.64006;2.86e+08;7;9
"F-II";"II";353.687;26.270663;29.775141;1.5e+08;5;3
"F-II";"II";354.177;26.268052;29.767682;1.7e+08;7;5
"F-II";"II";384.709;21.882458;25.104353;1.3e+08;5;7
"F-II";"II";384.999;21.882458;25.101926;1.3e+08;5;5
"F-II";"II";385.167;21.882458;25.10052;1.3e+08;5;3
"F-II";"II";402.473;22.672296;25.751988;1.2e+08;3;5
"F-II";"II";402.501;22.672296;25.751771;1.2e+08;3;1
"F-II";"II";402.549;22.672296;25.751403;1.2e+08;3;3
"F-II";"II";410.307;25.751403;28.772289;1.54e+08;3;5
"F-II";"II";410.322;25.751403;28.772187;8.5e+07;3;3
"F-II";"II";410.351;25.751988;28.772557;2.05e+08;5;7
"F-II";"II";410.371;25.751771;28.772187;1.14e+08;1;3
"F-II";"II";410.387;25.751988;28.772289;5.1e+07;5;5
"F-II";"II";410.916;26.268052;29.284465;1.6e+08;7;7
"F-II";"II";411.654;26.270663;29.281672;1.2e+08;5;5
"F-II";"II";411.921;26.272284;29.281339;1.3e+08;3;3
"F-II";"II";429.917;26.665231;29.548333;1.7e+08;5;7
"F-II";"II";444.653;28.772187;31.559743;1.97e+08;3;5
"F-II";"II";444.672;28.772289;31.559723;2.09e+08;5;7
"F-II";"II";444.719;28.772557;31.559698;2.35e+08;7;9
"F-II";"I";623.965;12.69669;14.683178;2.9e+07;6;4
"F-II";"I";634.851;12.730752;14.683178;23200000;4;4
"F-II";"I";641.365;12.750582;14.683178;13600000;2;4
"F-II";"I";669.048;12.730752;14.583383;1460000;4;6
"F-II";"I";670.828;12.69669;14.544408;1090000;6;4
"F-II";"I";677.398;12.69669;14.526486;9600000;6;6
"F-II";"I";679.553;12.730752;14.554747;5890000;4;2
"F-II";"I";683.426;12.730752;14.544408;21800000;4;4
"F-II";"I";685.603;12.69669;14.504588;48700000;6;8
"F-II";"I";687.021;12.750582;14.554747;40100000;2;2
"F-II";"I";690.247;12.730752;14.526486;35100000;4;6
"F-II";"I";690.982;12.750582;14.544408;20700000;2;4
"F-II";"I";696.635;12.984995;14.764264;6600000;4;2
"F-II";"I";703.747;12.984995;14.746284;42300000;4;4
"F-II";"I";712.789;13.025319;14.764264;50300000;2;2
"F-II";"I";720.236;13.025319;14.746284;14900000;2;4
"F-II";"I";730.903;15.3641547;17.0600023;52300000;6;8
"F-II";"I";731.102;12.984995;14.680382;4.5e+07;4;2
"F-II";"I";731.43;15.3642647;17.0588903;52700000;4;6
"F-II";"I";733.196;12.69669;14.387235;24200000;6;4
"F-II";"I";739.869;12.69669;14.371989;35300000;6;6
"F-II";"I";742.564;12.730752;14.399969;39300000;4;2
"F-II";"I";748.272;12.730752;14.387235;6490000;4;4
"F-II";"I";748.915;13.025319;14.680382;5480000;2;2
"F-II";"I";751.492;12.750582;14.399969;6540000;2;2
"F-II";"I";755.223;12.730752;14.371989;8900000;4;6
"F-II";"I";757.338;12.750582;14.387235;13200000;2;4
"F-II";"I";760.717;12.984995;14.61438;9e+06;4;4
"F-II";"I";775.47;12.984995;14.583383;32300000;4;6
"F-II";"I";780.022;13.025319;14.61438;25200000;2;4
"F-II";"I";782.259;14.371989;15.956505;1920000;6;6
"F-II";"I";787.918;14.371989;15.945123;3560000;6;6
"F-II";"I";789.859;14.387235;15.956505;12200000;4;6
"F-II";"I";793.093;14.371989;15.934856;2900000;6;4
"F-II";"I";793.631;14.371989;15.933798;2760000;6;8
"F-II";"I";795.409;14.399969;15.958291;2200000;2;4
"F-II";"I";795.632;14.387235;15.945123;3290000;4;6
"F-II";"I";804.093;12.984995;14.526486;1430000;4;6
"F-II";"I";807.552;14.399969;15.934856;14100000;2;4
"F-II";"I";807.752;14.399969;15.934476;11400000;2;2
"F-II";"I";812.656;14.371989;15.897233;3920000;6;4
"F-II";"I";812.926;14.387235;15.911973;12900000;4;2
"F-II";"I";817.934;14.371989;15.887395;6e+06;6;6
"F-II";"I";819.124;14.371989;15.885193;4260000;6;4
"F-II";"I";819.773;14.399969;15.911973;3320000;2;2
"F-II";"I";820.863;14.387235;15.897233;5490000;4;4
"F-II";"I";821.473;14.371989;15.880867;14800000;6;6
"F-II";"I";823.077;14.371989;15.877925;37900000;6;8
"F-II";"I";823.219;14.387235;15.892913;10800000;4;2
"F-II";"I";827.462;14.387235;15.885193;19500000;4;4
"F-II";"I";829.858;14.387235;15.880867;1.6e+07;4;6
"F-II";"I";830.24;14.399969;15.892913;19400000;2;2
"F-II";"I";834.556;14.399969;15.885193;6060000;2;4
"F-II";"I";873.727;14.526486;15.945123;2740000;6;6
"F-II";"I";876.661;14.544408;15.958291;1e+06;4;4
"F-II";"I";877.773;14.544408;15.956505;6020000;4;6
"F-II";"I";879.936;14.526486;15.935112;4060000;6;6
"F-II";"I";880.758;14.526486;15.933798;20500000;6;8
"F-II";"I";883.123;14.554747;15.958291;8600000;2;4
"F-II";"I";884.45;14.544408;15.945846;7300000;4;4
"F-II";"I";884.906;14.544408;15.945123;3050000;4;6
"F-II";"I";890.092;14.504588;15.897146;46400000;8;10
"F-II";"I";891.027;14.554747;15.945846;19800000;2;4
"F-II";"I";891.278;14.544408;15.935112;21900000;4;6
"F-II";"I";898.118;14.554747;15.934856;1230000;2;4
"F-II";"I";898.365;14.554747;15.934476;1300000;2;2
"F-II";"I";900.619;14.504588;15.880867;2850000;8;6
"F-II";"I";901.685;13.025319;14.399969;2330000;2;2
"F-II";"I";902.549;14.504588;15.877925;14300000;8;8
"F-II";"I";904.21;14.526486;15.897299;21800000;6;8
"F-II";"I";910.233;14.583383;15.945123;2460000;6;6
"F-II";"I";915.178;14.526486;15.880867;10400000;6;6
"F-II";"I";917.868;14.583383;15.933798;19300000;6;8
"F-II";"I";923.285;14.554747;15.897233;1490000;2;4
"F-II";"I";923.538;14.61438;15.956505;10400000;4;6
"F-II";"I";924.457;14.544408;15.885193;5260000;4;4
"F-II";"I";931.434;14.61438;15.945123;14200000;4;6
"F-II";"I";938.496;14.61438;15.935112;5970000;4;6
"F-II";"I";943.367;14.583383;15.897299;23500000;6;8
"F-II";"I";950.53;14.583383;15.887395;8200000;6;6
"F-II";"I";957.48;14.583383;15.877925;1470000;6;8
"F-II";"I";966.204;14.61438;15.897233;4490000;4;4
"F-II";"I";969.94;14.680382;15.958291;6400000;2;4
"F-II";"I";973.434;14.683178;15.956505;9400000;4;6
"F-II";"I";973.67;14.61438;15.887395;2730000;4;6
"F-II";"I";979.48;14.680382;15.945846;6050000;2;4
"F-II";"I";982.211;14.683178;15.945123;15200000;4;6
"F-II";"I";988.358;14.680382;15.934476;6900000;2;2
"F-II";"I";990.265;14.683178;15.934856;9800000;4;4
"Al-II";"II";120.919;4.636145;14.8896243;25100000;1;3
"Al-II";"II";121.008;4.643693;14.8896243;74700000;3;3
"Al-II";"II";121.19;4.659052;14.8896243;1.24e+08;5;3
"Al-II";"II";125.886;7.420705;17.269654;1.02e+08;3;5
"Al-II";"II";135.018;7.420705;16.6035135;2.37e+08;3;5
"Al-II";"II";137.124;7.420705;16.4624524;58300000;3;1
"Al-II";"II";153.983;7.420705;15.4725;6.7e+08;3;5
"Al-II";"II";162.563;7.420705;15.0475561;1.31e+08;3;1
"Al-II";"II";167.079;0;7.420705;1.41e+09;1;3
"Al-II";"II";171.944;4.636145;11.846869;6.55e+08;1;3
"Al-II";"II";172.124;4.643693;11.846869;4.93e+08;3;3
"Al-II";"II";172.127;4.643693;11.846753;8.82e+08;3;5
"Al-II";"II";172.495;4.659052;11.846753;2.97e+08;5;5
"Al-II";"II";172.498;4.659052;11.846618;1.18e+09;5;7
"Al-II";"II";175.061;10.598337;17.680649;57300000;5;7
"Al-II";"II";176.01;4.643693;11.687827;3.13e+08;3;5
"Al-II";"II";176.198;4.636145;11.672797;4.12e+08;1;3
"Al-II";"II";176.387;4.643693;11.672797;3.04e+08;3;3
"Al-II";"II";176.395;4.659052;11.687827;9.21e+08;5;5
"Al-II";"II";176.582;4.643693;11.665048;1.23e+09;3;1
"Al-II";"II";176.773;4.659052;11.672797;5.13e+08;5;3
"Al-II";"II";177.28;11.665048;18.658729;9.41e+08;1;3
"Al-II";"II";177.4;11.672797;18.661751;1.26e+09;3;5
"Al-II";"II";177.477;11.672797;18.658729;7.01e+08;3;3
"Al-II";"II";177.697;11.687827;18.665098;1.67e+09;5;7
"Al-II";"II";177.782;11.687827;18.661751;4.18e+08;5;5
"Al-II";"II";181.835;11.846618;18.665098;5.45e+08;7;7
"Al-II";"II";181.839;11.846753;18.665098;68200000;5;7
"Al-II";"II";181.929;11.846753;18.661751;4.25e+08;5;5
"Al-II";"II";182.012;11.846869;18.658729;4.57e+08;3;3
"Al-II";"II";182.859;11.316596;18.096925;4.72e+08;3;5
"Al-II";"II";183.284;11.316596;18.081198;4.69e+08;3;3
"Al-II";"II";183.481;11.316596;18.073939;4.67e+08;3;1
"Al-II";"II";183.696;10.598337;17.347743;40300000;5;3
"Al-II";"II";185.593;4.636145;11.316596;83800000;1;3
"Al-II";"II";185.803;4.643693;11.316596;2.49e+08;3;3
"Al-II";"II";185.998;10.598337;17.2642222;86800000;5;7
"Al-II";"II";186.231;4.659052;11.316596;4.08e+08;5;3
"Al-II";"II";190.433;11.665048;18.175705;2.7e+08;1;3
"Al-II";"II";190.641;11.672797;18.176344;2e+08;3;5
"Al-II";"II";190.66;11.672797;18.175705;2e+08;3;3
"Al-II";"II";190.667;11.672797;18.175445;8.2e+08;3;1
"Al-II";"II";191.083;11.687827;18.176344;5.8e+08;5;5
"Al-II";"II";191.101;11.687827;18.175705;3.4e+08;5;3
"Al-II";"II";192.998;11.672797;18.096925;1.15e+08;3;5
"Al-II";"II";193.105;7.420705;13.841265;1.04e+09;3;1
"Al-II";"II";193.238;11.665048;18.081198;1.53e+08;1;3
"Al-II";"II";193.45;11.687827;18.096925;3.44e+08;5;5
"Al-II";"II";193.471;11.672797;18.081198;1.14e+08;3;3
"Al-II";"II";193.691;11.672797;18.073939;4.56e+08;3;1
"Al-II";"II";193.926;11.687827;18.081198;1.89e+08;5;3
"Al-II";"II";195.877;11.846618;18.176344;5.7e+08;7;5
"Al-II";"II";198.365;11.846618;18.096925;4060000;7;5
"Al-II";"II";198.87;11.846753;18.081198;3600000;5;3
"Al-II";"II";199.053;7.420705;13.649399;1.38e+09;3;5
"Al-II";"II";199.105;11.846869;18.073939;4770000;3;1
"Al-II";"II";201.605;11.846618;17.994485;98200000;7;9
"Al-II";"II";201.619;11.846618;17.994066;1.1e+07;7;7
"Al-II";"II";201.623;11.846753;17.994066;87300000;5;7
"Al-II";"II";201.633;11.846753;17.993766;15300000;5;5
"Al-II";"II";201.637;11.846869;17.993766;82500000;3;5
"Al-II";"II";202.208;10.598337;16.727874;40500000;5;3
"Al-II";"II";207.401;10.598337;16.574428;1.41e+08;5;7
"Al-II";"II";209.426;11.846618;17.764921;1.84e+08;7;9
"Al-II";"II";209.474;11.846618;17.763571;20500000;7;7
"Al-II";"II";209.479;11.846753;17.763571;1.64e+08;5;7
"Al-II";"II";209.51;11.846753;17.762699;28700000;5;5
"Al-II";"II";209.514;11.846869;17.762699;1.55e+08;3;5
"Al-II";"I";211.831;0;5.851109;10300000;2;4
"Al-II";"I";212.336;0.0138938;5.851109;12200000;4;6
"Al-II";"I";212.966;0;5.819939;15200000;2;4
"Al-II";"I";213.473;0.0138938;5.82001;18100000;4;6
"Al-II";"I";214.555;0;5.776835;20600000;2;4
"Al-II";"I";215.07;0.0138938;5.776914;24600000;4;6
"Al-II";"I";216.881;0;5.7148562;29600000;2;4
"Al-II";"I";217.403;0.0138938;5.7149663;35300000;4;6
"Al-II";"II";219.26;11.846618;17.499508;2.47e+08;7;9
"Al-II";"II";219.419;11.846618;17.495418;27400000;7;7
"Al-II";"II";219.424;11.846753;17.495418;2.19e+08;5;7
"Al-II";"II";219.546;11.846753;17.492297;38300000;5;5
"Al-II";"II";219.55;11.846869;17.492297;2.07e+08;3;5
"Al-II";"I";219.915;0;5.63598;1750000;2;2
"Al-II";"I";220.459;0.0138938;5.63598;3490000;4;2
"Al-II";"I";220.466;0;5.62196;43700000;2;4
"Al-II";"I";221.005;0.0138938;5.6221371;5.2e+07;4;6
"Al-II";"II";224.304;11.821968;17.347743;30300000;1;3
"Al-II";"I";225.8;0;5.4891689;3770000;2;2
"Al-II";"I";226.346;0;5.4759355;68300000;2;4
"Al-II";"I";226.373;0.0138938;5.4891689;7500000;4;2
"Al-II";"I";226.91;0.0138938;5.4762391;75800000;4;6
"Al-II";"I";226.922;0.0138938;5.4759355;12600000;4;4
"Al-II";"II";232.42;11.846618;17.17947;34600000;7;9
"Al-II";"II";232.544;11.846618;17.17663;3850000;7;7
"Al-II";"II";232.549;11.846753;17.17663;30700000;5;7
"Al-II";"II";232.644;11.846753;17.17446;5380000;5;5
"Al-II";"II";232.65;11.846869;17.17446;2.9e+07;3;5
"Al-II";"I";236.705;0;5.2363166;76100000;2;4
"Al-II";"I";237.207;0;5.225241;5760000;2;2
"Al-II";"I";237.312;0.0138938;5.2368177;90700000;4;6
"Al-II";"I";237.335;0.0138938;5.2363166;15100000;4;4
"Al-II";"I";237.837;0.0138938;5.225241;11400000;4;2
"Al-II";"II";247.525;10.598337;15.6057689;4.6e+07;5;3
"Al-II";"II";252.649;11.821968;16.727874;19400000;1;3
"Al-II";"I";256.798;0;4.8266321;19200000;2;4
"Al-II";"I";257.509;0.0138938;4.8271968;3.6e+07;4;6
"Al-II";"I";257.539;0.0138938;4.8266321;5990000;4;4
"Al-II";"II";263.155;10.598337;15.30839;2.48e+08;5;7
"Al-II";"II";263.769;11.846618;16.5457;28500000;7;9
"Al-II";"II";263.818;11.846618;16.544833;3180000;7;7
"Al-II";"II";263.825;11.846753;16.544833;25300000;5;7
"Al-II";"II";263.863;11.846753;16.544168;4440000;5;5
"Al-II";"II";263.869;11.846869;16.544168;2.4e+07;3;5
"Al-II";"I";265.248;0;4.6728909;14200000;2;2
"Al-II";"I";266.039;0.0138938;4.6728909;28400000;4;2
"Al-II";"II";281.618;7.420705;11.821968;3.57e+08;3;1
"Al-II";"II";299.428;13.071347;17.21085;4040000;1;3
"Al-II";"II";299.552;13.07308;17.21085;5440000;3;5
"Al-II";"II";299.815;13.076729;17.210881;7260000;5;7
"Al-II";"II";302.279;13.071347;17.171798;2680000;1;3
"Al-II";"II";302.408;13.07308;17.171798;8020000;3;3
"Al-II";"II";302.676;13.076729;17.171798;13300000;5;3
"Al-II";"II";307.469;13.649399;17.680649;9020000;5;7
"Al-II";"I";308.215;0;4.0214836;58700000;2;4
"Al-II";"II";308.852;13.25646;17.269654;10800000;3;5
"Al-II";"I";309.271;0.0138938;4.0216502;72900000;4;6
"Al-II";"I";309.284;0.0138938;4.0214836;11600000;4;4
"Al-II";"II";327.577;11.821968;15.6057689;7410000;1;3
"Al-II";"II";331.334;11.846618;15.5875046;1330000;7;5
"Al-II";"II";331.488;11.846753;15.5859083;1180000;5;3
"Al-II";"II";331.561;11.846869;15.585203;1580000;3;1
"Al-II";"II";335.146;13.649399;17.347743;10400000;5;3
"Al-II";"II";342.889;13.649399;17.2642222;5780000;5;7
"Al-II";"II";358.656;11.846618;15.302546;2.35e+08;7;9
"Al-II";"II";358.692;11.846618;15.302186;26200000;7;7
"Al-II";"II";358.707;11.846753;15.302186;2.09e+08;5;7
"Al-II";"II";358.718;11.846618;15.301941;1030000;7;5
"Al-II";"II";358.733;11.846753;15.301941;36600000;5;5
"Al-II";"II";358.745;11.846869;15.301941;1.97e+08;3;5
"Al-II";"II";364.92;13.071347;16.467947;12600000;1;3
"Al-II";"II";365.108;13.07308;16.467928;1.7e+07;3;5
"Al-II";"II";365.499;13.076729;16.46794;22600000;5;7
"Al-II";"II";370.322;13.25646;16.6035135;32300000;3;5
"Al-II";"II";373.195;13.071347;16.3926349;4950000;1;3
"Al-II";"II";373.391;13.07308;16.3926349;14800000;3;3
"Al-II";"II";373.801;13.076729;16.3926349;24600000;5;3
"Al-II";"II";386.616;13.25646;16.4624524;42600000;3;1
"Al-II";"I";394.401;0;3.1427212;49900000;2;2
"Al-II";"I";396.152;0.0138938;3.1427212;98500000;4;2
"Al-II";"II";399.584;15.062034;18.163991;7050000;7;9
"Al-II";"II";399.614;15.062086;18.163808;6260000;5;7
"Al-II";"II";399.632;15.062086;18.163673;1100000;5;5
"Al-II";"II";399.637;15.0621276;18.163673;5910000;3;5
"Al-II";"II";402.65;13.649399;16.727874;11600000;5;3
"Al-II";"II";422.681;15.062034;17.994485;9370000;7;9
"Al-II";"II";422.742;15.062034;17.994066;1040000;7;7
"Al-II";"II";422.749;15.062086;17.994066;8310000;5;7
"Al-II";"II";422.795;15.062086;17.993766;1460000;5;5
"Al-II";"II";422.8;15.0621276;17.993766;7850000;3;5
"Al-II";"II";434.69;15.301941;18.15338;4180000;5;7
"Al-II";"II";458.582;15.062034;17.764921;1e+07;7;9
"Al-II";"II";458.808;15.062034;17.763571;1120000;7;7
"Al-II";"II";458.819;15.062086;17.763571;8910000;5;7
"Al-II";"II";458.967;15.062086;17.762699;1560000;5;5
