"Elem_name";"ion_state";"Wl";"Ei";"Ek";"Ak";"gi";"gk"
"As-II";"I";197.262;0;6.28523;2.02e+08;4;2
"As-II";"I";228.812;1.35324;6.77019;2.8e+08;6;4
"As-II";"I";234.403;2.25479;7.54255;3.5e+07;2;4
"As-II";"I";234.984;1.3133;6.58797;3.1e+08;4;2
"As-II";"I";236.967;2.312;7.54255;6e+07;4;4
"As-II";"I";237.077;2.312;7.5401;4.2e+07;4;6
"As-II";"I";245.653;1.35324;6.39885;7200000;6;4
"As-II";"I";249.291;1.3133;6.28523;1.2e+07;4;2
"As-II";"I";274.5;2.25479;6.77019;2.6e+07;2;4
"As-II";"I";278.022;2.312;6.77019;7.8e+07;4;4
"As-II";"I";286.044;2.25479;6.58797;5.5e+07;2;2
"As-II";"I";289.871;2.312;6.58797;9900000;4;2
"Rb-II";"II";305.136;16.721718;20.7837732;3e+07;3;1
"Rb-II";"II";314.89;16.5322523;20.4684992;1.4e+07;5;3
"Rb-II";"II";316.1;16.5322523;20.4534261;1.4e+07;5;5
"Rb-II";"II";332.149;16.721718;20.4534261;1.8e+07;3;5
"Rb-II";"II";344.074;16.721718;20.3240539;7e+06;3;3
"Rb-II";"II";369.958;17.433424;20.7837732;3.8e+07;3;1
"Rb-II";"II";379.681;16.721718;19.986274;6.3e+07;3;1
"Rb-II";"II";380.19;17.20831;20.4684992;3.7e+07;1;3
"Rb-II";"II";386.074;19.1275357;22.3380312;7.4e+07;3;3
"Rb-II";"II";397.815;17.20831;20.3240539;1.8e+07;1;3
"Rb-II";"II";402.949;16.5322523;19.6083075;7e+06;5;3
"Rb-II";"II";408.388;17.433424;20.4684992;9e+06;3;3
"Rb-II";"II";410.428;17.433424;20.4534261;1.6e+07;3;5
"Rb-II";"II";413.611;17.7870182;20.7837732;1.2e+08;3;1
"Rb-II";"I";420.179;0;2.9499053;1770000;2;4
"Rb-II";"I";421.552;0;2.9402953;1500000;2;2
"Rb-II";"II";424.44;16.5322523;19.4525611;1.1e+08;5;7
"Rb-II";"II";426.658;19.4329127;22.3380312;5.4e+08;5;3
"Rb-II";"II";427.314;16.5322523;19.4329127;4.4e+07;5;5
"Rb-II";"II";428.797;17.433424;20.3240539;3.4e+07;3;3
"Rb-II";"II";429.397;16.721718;19.6083075;5.4e+07;3;3
"Rb-II";"II";453.034;17.7325096;20.4684992;2e+07;1;3
"Rb-II";"II";454.074;19.6083075;22.3380312;7.6e+07;3;3
"Rb-II";"II";457.177;16.721718;19.4329127;1.8e+07;3;5
"Rb-II";"II";462.242;17.7870182;20.4684992;3.3e+07;3;3
"Rb-II";"II";464.857;17.7870182;20.4534261;3.5e+07;3;5
"Rb-II";"II";465.928;19.677762;22.3380312;2.7e+08;5;3
"Rb-II";"II";473.045;17.8482533;20.4684992;1.3e+07;5;3
"Rb-II";"II";475.782;17.8482533;20.4534261;1.1e+07;5;5
"Rb-II";"II";477.595;16.5322523;19.1275357;3.7e+07;5;3
"Rb-II";"II";478.283;17.7325096;20.3240539;3.3e+07;1;3
"Rb-II";"II";485.534;17.433424;19.986274;6.3e+07;3;1
"Rb-II";"II";488.559;17.7870182;20.3240539;6e+06;3;3
"Rb-II";"II";500.646;17.8482533;20.3240539;5e+06;5;3
"Rb-II";"I";505.02;16.64489;19.09902;6540000;4;4
"Rb-II";"II";515.208;16.721718;19.1275357;3.4e+07;3;3
"Rb-II";"II";516.458;17.20831;19.6083075;2.1e+07;1;3
"Rb-II";"I";521.76;16.64489;19.02054;2860000;4;6
"Rb-II";"II";527.051;19.986274;22.3380312;1.4e+08;1;3
"Rb-II";"II";551.255;18.2049213;20.4534261;2.6e+07;7;5
"Rb-II";"I";553.44;16.64489;18.88453;3270000;4;2
"Rb-II";"II";563.599;17.7870182;19.986274;3.8e+07;3;1
"Rb-II";"II";569.915;17.433424;19.6083075;4.4e+07;3;3
"Rb-II";"I";585.99;16.64489;18.76005;9710000;4;4
"Rb-II";"I";611.91;16.64489;18.67066;29700000;4;6
"Rb-II";"II";619.908;17.433424;19.4329127;2.2e+07;3;5
"Rb-II";"I";620.631;1.55959103;3.5567504;2948000;2;4
"Rb-II";"I";629.833;1.58904906;3.557031;3712000;4;6
"Rb-II";"II";645.833;17.20831;19.1275357;3.4e+07;1;3
"Rb-II";"II";660.785;17.7325096;19.6083075;7e+06;1;3
"Rb-II";"II";731.652;17.433424;19.1275357;1.5e+07;3;3
"Rb-II";"II";772.608;17.8482533;19.4525611;3.5e+07;5;7
"Rb-II";"I";780.027;0;1.58904906;38120000;2;4
"Rb-II";"II";782.186;17.8482533;19.4329127;2.8e+07;5;5
"Rb-II";"I";794.76;0;1.55959103;36140000;2;2
